name;description;created_at;updated_at;deleted_at
GRUPO ARNO                    ;      ;25/1/24 19:47;        ;        
GRUPO ARRUDA COMERCIO         ;      ;25/1/24 19:47;        ;        
GRUPO ARTUR SILVEIRIO NETO    ;      ;25/1/24 19:47;        ;        
GRUPO ASA                     ;      ;25/1/24 19:47;        ;        
GRUPO ATACADAO                ;      ;25/1/24 19:47;        ;        
GRUPO ATACADAO APUI           ;      ;25/1/24 19:47;        ;        
GRUPO ATACADAO CENTRO SUL     ;      ;25/1/24 19:47;        ;        
GRUPO ATACADAO COMERCIO DE GEN;      ;25/1/24 19:47;        ;        
GRUPO ATACADAO DA AREIA       ;      ;25/1/24 19:47;        ;        
GRUPO ATACADAO DAS TELAS      ;      ;25/1/24 19:47;        ;        
GRUPO ATACADAO DE ALIMENTOS   ;      ;25/1/24 19:47;        ;        
GRUPO ATACADAO DIA A DIA      ;      ;25/1/24 19:47;        ;        
GRUPO ATACADAO DO ACO DE VALEN;      ;25/1/24 19:47;        ;        
GRUPO ATACADAO DO CIMENTO     ;      ;25/1/24 19:47;        ;        
GRUPO ATACADAO DO FERRO       ;      ;25/1/24 19:47;        ;        
GRUPO ATACADAO DO FERRO INDUST;      ;25/1/24 19:47;        ;        
GRUPO ATACADAO ECONOMICO      ;      ;25/1/24 19:47;        ;        
GRUPO ATACADAO FERRO E ACO    ;      ;25/1/24 19:47;        ;        
GRUPO ATAIDE MARTINS DE ARAUJO;      ;25/1/24 19:47;        ;        
GRUPO ATCO PLASTICOS          ;      ;25/1/24 19:47;        ;        
GRUPO ATLANTICO TERMINAIS     ;      ;25/1/24 19:47;        ;        
GRUPO AUTOBAMA TRANSPORTES    ;      ;25/1/24 19:47;        ;        
GRUPO AUTOLOG TRANSP          ;      ;25/1/24 19:47;        ;        
GRUPO AUTOMAQ                 ;      ;25/1/24 19:47;        ;        
GRUPO AVN TRANSPORTES         ;      ;25/1/24 19:47;        ;        
GRUPO AWA PETROLEO            ;      ;25/1/24 19:47;        ;        
GRUPO BADARO E CERQUEIRA      ;      ;25/1/24 19:47;        ;        
GRUPO BARGIARTH               ;      ;25/1/24 19:47;        ;        
GRUPO BELMAN                  ;      ;25/1/24 19:47;        ;        
GRUPO BENDO & CIA             ;      ;25/1/24 19:47;        ;        
GRUPO BERNECK                 ;      ;25/1/24 19:47;        ;        
GRUPO BERTOLIN TRANSPORTES    ;      ;25/1/24 19:47;        ;        
GRUPO BETANIA                 ;      ;25/1/24 19:47;        ;        
GRUPO BETTANIN                ;      ;25/1/24 19:47;        ;        
GRUPO BGP                     ;      ;25/1/24 19:47;        ;        
GRUPO BLUE                    ;      ;25/1/24 19:47;        ;        
GRUPO BO PAPER                ;      ;25/1/24 19:47;        ;        
GRUPO BOA SAFRA               ;      ;25/1/24 19:47;        ;        
GRUPO BORO TRANSPORTES        ;      ;25/1/24 19:47;        ;        
GRUPO BOXTOP DO BRASIL        ;      ;25/1/24 19:47;        ;        
GRUPO B-PROJECTS TRAN         ;      ;25/1/24 19:47;        ;        
GRUPO BRADO LOGISTICA         ;      ;25/1/24 19:47;        ;        
GRUPO BRAMETAL                ;      ;25/1/24 19:47;        ;        
GRUPO BRASKEM                 ;      ;25/1/24 19:47;        ;        
GRUPO BUN LOG SERVICOS LOGISTI;      ;25/1/24 19:47;        ;        
GRUPO BUNGE                   ;      ;25/1/24 19:47;        ;        
GRUPO BUZIN                   ;      ;25/1/24 19:47;        ;        
GRUPO BVC TRANSPORTES         ;      ;25/1/24 19:47;        ;        
GRUPO C E CARNEIRO DA SILVA CO;      ;25/1/24 19:47;        ;        
GRUPO C M COM DE MATERIAIS DE ;      ;25/1/24 19:47;        ;        
GRUPO CAL LEVE INDUSTRIA      ;      ;25/1/24 19:47;        ;        
GRUPO CAMIL                   ;      ;25/1/24 19:47;        ;        
GRUPO CAMPINENSE TRANSPORTE   ;      ;25/1/24 19:47;        ;        
GRUPO CANADIAN                ;      ;25/1/24 19:47;        ;        
GRUPO CAPISTRANO              ;      ;25/1/24 19:47;        ;        
GRUPO CARGILL                 ;      ;25/1/24 19:47;        ;        
GRUPO CARLOS RENATO DOS SANTOS;      ;25/1/24 19:47;        ;        
GRUPO CARMO E CARMO           ;      ;25/1/24 19:47;        ;        
GRUPO CARREFOUR               ;      ;25/1/24 19:47;        ;        
GRUPO CASA CENTRAL MAT CONSTR ;      ;25/1/24 19:47;        ;        
GRUPO CASA DO PEDREIRO        ;      ;25/1/24 19:47;        ;        
GRUPO CASA FERNANDES MAT CONST;      ;25/1/24 19:47;        ;        
GRUPO CASAS GUANABARA         ;      ;25/1/24 19:47;        ;        
GRUPO CBP INDUSTRIA BRASILEIRA;      ;25/1/24 19:47;        ;        
GRUPO CBP SUL COLCHOES E ESPUM;      ;25/1/24 19:47;        ;        
GRUPO CEA - DISTRIB. DE BEB. E;      ;25/1/24 19:47;        ;        
GRUPO CGL CASCATINHA C E INC S;      ;25/1/24 19:47;        ;        
GRUPO CIA BRASILEIRA DE DISTRI;      ;25/1/24 19:47;        ;        
GRUPO CIA INDUSTRIAL H CARLOS ;      ;25/1/24 19:47;        ;        
GRUPO CIA INDUSTRIAL H CARLOS ;      ;25/1/24 19:47;        ;        
GRUPO CIMENTO VERDE DO BRASIL ;      ;25/1/24 19:47;        ;        
GRUPO CLAUDIA EXCLUSIVE - CONS;      ;25/1/24 19:47;        ;        
GRUPO CLAUDINEI RIBEIRO DE ALM;      ;25/1/24 19:47;        ;        
GRUPO CLIENTE GENERICO        ;      ;25/1/24 19:47;        ;        
GRUPO CLIENTE NAO IDENTIFICADO;      ;25/1/24 19:47;        ;        
GRUPO COELHO E FILHO COMERCIAL;      ;25/1/24 19:47;        ;        
GRUPO COMERCIAL CIGAAX        ;      ;25/1/24 19:47;        ;        
GRUPO COMERCIAL ELETRICA SAO P;      ;25/1/24 19:47;        ;        
GRUPO COMERCIAL ESPERANCA ATAC;      ;25/1/24 19:47;        ;        
GRUPO COMERCIAL RODRIGUES E GA;      ;25/1/24 19:47;        ;        
GRUPO COMERCIAL SERRA DA PEDRA;      ;25/1/24 19:47;        ;        
GRUPO COMERCIO E TRANSPORTES N;      ;25/1/24 19:47;        ;        
GRUPO COMFRIO TRANSPORTES     ;      ;25/1/24 19:47;        ;        
GRUPO COML RAQUEL MAT CONSTR  ;      ;25/1/24 19:47;        ;        
GRUPO COML SILVEIRA MAT CONSTR;      ;25/1/24 19:47;        ;        
GRUPO COMPANHIA BRASILEIRA DE ;      ;25/1/24 19:47;        ;        
GRUPO COMPANHIA INTEGRADA TEXT;      ;25/1/24 19:47;        ;        
GRUPO COMPANHIA PETROQUIMICA  ;      ;25/1/24 19:47;        ;        
GRUPO COMTRASIL               ;      ;25/1/24 19:47;        ;        
GRUPO CONCESSIONARIA DO BLOCO ;      ;25/1/24 19:47;        ;        
GRUPO CONCESSIONARIA LITORAL N;      ;25/1/24 19:47;        ;        
GRUPO CONSORCIO FTS LINHA LEST;      ;25/1/24 19:47;        ;        
GRUPO CONSORCIO SAUDE CEARA   ;      ;25/1/24 19:47;        ;        
GRUPO CONSTRUCENTER PREDILETA ;      ;25/1/24 19:47;        ;        
GRUPO CONSTRUFREI             ;      ;25/1/24 19:47;        ;        
GRUPO CONSTRUMINAS            ;      ;25/1/24 19:47;        ;        
GRUPO CONSTRUROCHA            ;      ;25/1/24 19:47;        ;        
GRUPO CONSTRUTORA E INCORPORAD;      ;25/1/24 19:47;        ;        
GRUPO CONSTRUTORA ELEVACAO    ;      ;25/1/24 19:47;        ;        
GRUPO CONSTRUTORA RODRIGUES   ;      ;25/1/24 19:47;        ;        
GRUPO CONTRAIL LOGISTICA      ;      ;25/1/24 19:47;        ;        
GRUPO COOPERATIVA DA CONST C.D;      ;25/1/24 19:47;        ;        
GRUPO COOPERATIVA MISTA       ;      ;25/1/24 19:47;        ;        
GRUPO COOPERATIVA RURAIS DE MG;      ;25/1/24 19:47;        ;        
GRUPO COOPERAUTO              ;      ;25/1/24 19:47;        ;        
GRUPO COOPERCARGA             ;      ;25/1/24 19:47;        ;        
GRUPO COOPERVALE              ;      ;25/1/24 19:47;        ;        
GRUPO COSTA TEIXEIRA TRANSPORT;      ;25/1/24 19:47;        ;        
GRUPO CRESCO                  ;      ;25/1/24 19:47;        ;        
GRUPO CROMEX                  ;      ;25/1/24 19:47;        ;        
GRUPO D & N ENGENHARIA        ;      ;25/1/24 19:47;        ;        
GRUPO D1.RS - EMPREEND. E INCO;      ;25/1/24 19:47;        ;        
GRUPO DANIELA A F SILVA SUCATA;      ;25/1/24 19:47;        ;        
GRUPO DANONE                  ;      ;25/1/24 19:47;        ;        
GRUPO D'PAULA TRANSPORTADORA  ;      ;25/1/24 19:47;        ;        
GRUPO DEL POZO TRANSPORTES    ;      ;25/1/24 19:47;        ;        
GRUPO DELL AGNOLO E SOARES    ;      ;25/1/24 19:47;        ;        
GRUPO DEMA TRANSPORTES        ;      ;25/1/24 19:47;        ;        
GRUPO DEP MAT CONSTR CANAA    ;      ;25/1/24 19:47;        ;        
GRUPO DEP PEREIRA PRADO LTDA E;      ;25/1/24 19:47;        ;        
GRUPO DEPOSITO DE CONSTRUCAO D;      ;25/1/24 19:47;        ;        
GRUPO DERCIO HENRIQUE RODRIGUE;      ;25/1/24 19:47;        ;        
GRUPO DEXCO                   ;      ;25/1/24 19:47;        ;        
GRUPO D'GRANEL                ;      ;25/1/24 19:47;        ;        
GRUPO DIARC ENGENHARIA E PRE-F;      ;25/1/24 19:47;        ;        
GRUPO DIRECT EXPRESS          ;      ;25/1/24 19:47;        ;        
GRUPO DISTON                  ;      ;25/1/24 19:47;        ;        
GRUPO DISTRIBUIDORA DE FERROS ;      ;25/1/24 19:47;        ;        
GRUPO DONATELLO               ;      ;25/1/24 19:47;        ;        
GRUPO DSM PRODUTOS NUTRICIONAI;      ;25/1/24 19:47;        ;        
GRUPO DTL EXPRESSO E LOGISTICA;      ;25/1/24 19:47;        ;        
GRUPO DVALLE EMPREENDIMENTOS I;      ;25/1/24 19:47;        ;        
GRUPO E G A                   ;      ;25/1/24 19:47;        ;        
GRUPO E R MUNARIM TRANSPORTES ;      ;25/1/24 19:47;        ;        
GRUPO ECOFIBRA IND.E COM. COMP;      ;25/1/24 19:47;        ;        
GRUPO EDMA DE OLIVEIRA ROGAI  ;      ;25/1/24 19:47;        ;        
GRUPO EDP TRANSMISSAO ALIANCA ;      ;25/1/24 19:47;        ;        
GRUPO EDP TRANSMISSAO LITORAL ;      ;25/1/24 19:47;        ;        
GRUPO EDP TRANSMISSAO SP MG   ;      ;25/1/24 19:47;        ;        
GRUPO EFFICAX TRANSPORTES     ;      ;25/1/24 19:47;        ;        
GRUPO ELDORADO BRASIL         ;      ;25/1/24 19:47;        ;        
GRUPO ELGIN                   ;      ;25/1/24 19:47;        ;        
GRUPO EMBRASA                 ;      ;25/1/24 19:47;        ;        
GRUPO EMBRASATEC              ;      ;25/1/24 19:47;        ;        
GRUPO EMPORIO DA ILHA CONSERVA;      ;25/1/24 19:47;        ;        
GRUPO RODEIRO                 ;      ;25/1/24 19:47;        ;        
GRUPO EPEMA                   ;      ;25/1/24 19:47;        ;        
GRUPO ERALDO CONSTRUCOES      ;      ;25/1/24 19:47;        ;        
GRUPO ESDEVA                  ;      ;25/1/24 19:47;        ;        
GRUPO EST CONSTRUTORA E INCORP;      ;25/1/24 19:47;        ;        
GRUPO EVERTON TRANSPORTES     ;      ;25/1/24 19:47;        ;        
GRUPO EXPRESS VV TRANSP E LOG ;      ;25/1/24 19:47;        ;        
GRUPO EXPRESSO ALVORADA       ;      ;25/1/24 19:47;        ;        
GRUPO EXTRATIVA MINERAL       ;      ;25/1/24 19:47;        ;        
GRUPO FACCHINI                ;      ;25/1/24 19:47;        ;        
GRUPO FALCON LOGISTICA        ;      ;25/1/24 19:47;        ;        
GRUPO FAVAB                   ;      ;25/1/24 19:47;        ;        
GRUPO FERMAT                  ;      ;25/1/24 19:47;        ;        
GRUPO FERRAGENS PINHEIRO      ;      ;25/1/24 19:47;        ;        
GRUPO FERREIRA PINTO CONSTRUCO;      ;25/1/24 19:47;        ;        
GRUPO FERROCORTE INDUSTRIAL   ;      ;25/1/24 19:47;        ;        
GRUPO FERROS BONAMIGO         ;      ;25/1/24 19:47;        ;        
GRUPO FERTBRASIL              ;      ;25/1/24 19:47;        ;        
GRUPO FERTILIZANTES HERINGER  ;      ;25/1/24 19:47;        ;        
GRUPO FERTINTA                ;      ;25/1/24 19:47;        ;        
GRUPO FERTRAN TRANSPORTES LTDA;      ;25/1/24 19:47;        ;        
GRUPO FG 360 TRANSPORTES      ;      ;25/1/24 19:47;        ;        
GRUPO FJX TRANSPORTES         ;      ;25/1/24 19:47;        ;        
GRUPO FLEXPOL 360             ;      ;25/1/24 19:47;        ;        
GRUPO FM LOG. DO B. OPER. DE L;      ;25/1/24 19:47;        ;        
GRUPO FONTANELLA TRANSPORTES  ;      ;25/1/24 19:47;        ;        
GRUPO FRANCIMAR F RODRIGUES   ;      ;25/1/24 19:47;        ;        
GRUPO FRANCISCA R P DA C COML ;      ;25/1/24 19:47;        ;        
GRUPO FRANCOFER I. I. E E. DE ;      ;25/1/24 19:47;        ;        
GRUPO FRED EMPREENDIMENTOS TRA;      ;25/1/24 19:47;        ;        
GRUPO FWAS COMERCIO VAREJISTA ;      ;25/1/24 19:47;        ;        
GRUPO G CEZARIO DE CARVALHO   ;      ;25/1/24 19:47;        ;        
GRUPO GENERAL MILLS BRASIL ALI;      ;25/1/24 19:47;        ;        
GRUPO GENTIL CONST. E INCORP. ;      ;25/1/24 19:47;        ;        
GRUPO GERALDO ALVES REIS      ;      ;25/1/24 19:47;        ;        
GRUPO GESCRAP AUTOMETAL       ;      ;25/1/24 19:47;        ;        
GRUPO GESSI SIQUEIRA LIBORIO  ;      ;25/1/24 19:47;        ;        
GRUPO GO SERV TRANSPORTES     ;      ;25/1/24 19:47;        ;        
GRUPO GRAMPAC                 ;      ;25/1/24 19:47;        ;        
GRUPO GRECO E GUERREIRO       ;      ;25/1/24 19:47;        ;        
GRUPO GREIF EMBALAGENS        ;      ;25/1/24 19:47;        ;        
GRUPO GROSSI TRANSPORTES      ;      ;25/1/24 19:47;        ;        
GRUPO GS CONSTRUCOES          ;      ;25/1/24 19:47;        ;        
GRUPO GUARARAPES PAINEIS      ;      ;25/1/24 19:47;        ;        
GRUPO GURGELMIX               ;      ;25/1/24 19:47;        ;        
GRUPO GYPSUM MINERACAO        ;      ;25/1/24 19:47;        ;        
GRUPO H I TRANSPORTES         ;      ;25/1/24 19:47;        ;        
GRUPO HELIO RUBENS RAMOS DA SI;      ;25/1/24 19:47;        ;        
GRUPO HOJE PROJETOS E OBRAS   ;      ;25/1/24 19:47;        ;        
GRUPO HTK LOGISTICA           ;      ;25/1/24 19:47;        ;        
GRUPO HUBNER & NASCIMENTO     ;      ;25/1/24 19:47;        ;        
GRUPO I&M PAPEIS E EMBALAGENS ;      ;25/1/24 19:47;        ;        
GRUPO I. G. TRANSMISSAO       ;      ;25/1/24 19:47;        ;        
GRUPO I.V.L. INDUSTRIAS       ;      ;25/1/24 19:47;        ;        
GRUPO IBEMA CIA BRASILEIRA DE ;      ;25/1/24 19:47;        ;        
GRUPO IBOR TRANSPORTE         ;      ;25/1/24 19:47;        ;        
GRUPO IDEAL LOGISTICA LTDA    ;      ;25/1/24 19:47;        ;        
GRUPO IGB-IND. GRAFICA BRASILE;      ;25/1/24 19:47;        ;        
GRUPO IMERYS                  ;      ;25/1/24 19:47;        ;        
GRUPO IMPACTOS EMPREENDIMENTOS;      ;25/1/24 19:47;        ;        
GRUPO IND ALIMENTICIAS MARATA ;      ;25/1/24 19:47;        ;        
GRUPO IND. CARBONIFERA RIO DES;      ;25/1/24 19:47;        ;        
GRUPO IND. E COM DE ART. DE CO;      ;25/1/24 19:47;        ;        
GRUPO INDAIAL PAPEL EMBALAGENS;      ;25/1/24 19:47;        ;        
GRUPO INDUSTRIA E COMERCIO DE ;      ;25/1/24 19:47;        ;        
GRUPO INDUSTRIA SANTA CLARA   ;      ;25/1/24 19:47;        ;        
GRUPO INDUSTRIAS REUNIDAS     ;      ;25/1/24 19:47;        ;        
GRUPO INNOVACARB              ;      ;25/1/24 19:47;        ;        
GRUPO IPEX CONST.E NEGOCIOS IM;      ;25/1/24 19:47;        ;        
GRUPO IRIEMA ROSA DOS SANTOS  ;      ;25/1/24 19:47;        ;        
GRUPO IRMAOS CORBELLI         ;      ;25/1/24 19:47;        ;        
GRUPO IRMAOS ROGAI MAT. CONSTR;      ;25/1/24 19:47;        ;        
GRUPO ITABRITA  BRITADORA     ;      ;25/1/24 19:47;        ;        
GRUPO ITALAC                  ;      ;25/1/24 19:47;        ;        
GRUPO ITAMBE                  ;      ;25/1/24 19:47;        ;        
GRUPO ITAUEIRA                ;      ;25/1/24 19:47;        ;        
GRUPO J DA CUNHA UCHOA        ;      ;25/1/24 19:47;        ;        
GRUPO J E D COM MAT CONSTR    ;      ;25/1/24 19:47;        ;        
GRUPO J L C ABRAHAO           ;      ;25/1/24 19:47;        ;        
GRUPO J M SOUSA LEAL          ;      ;25/1/24 19:47;        ;        
GRUPO J MACEDO                ;      ;25/1/24 19:47;        ;        
GRUPO JACKSON MORINE MENDONCA ;      ;25/1/24 19:47;        ;        
GRUPO JANIO AREDES DE OLIVEIRA;      ;25/1/24 19:47;        ;        
GRUPO JAV INDUSTRIA DE ALIMENT;      ;25/1/24 19:47;        ;        
GRUPO JEA INDUSTRIA METALURGIC;      ;25/1/24 19:47;        ;        
GRUPO JIVA MAT DE CONSTRUCOES ;      ;25/1/24 19:47;        ;        
GRUPO JJI IMPORTACAO          ;      ;25/1/24 19:47;        ;        
GRUPO JL DOS REIS             ;      ;25/1/24 19:47;        ;        
GRUPO JNA AMBIENTAL           ;      ;25/1/24 19:47;        ;        
GRUPO JOANNE C. SERRA DA SILVA;      ;25/1/24 19:47;        ;        
GRUPO JOAO DE CESARIO MATERIAI;      ;25/1/24 19:47;        ;        
GRUPO JOELITON GERONIMO JERONI;      ;25/1/24 19:47;        ;        
GRUPO JOLAZ TRANSPORTES       ;      ;25/1/24 19:47;        ;        
GRUPO JOLEMI COM. DE PROD ALIM;      ;25/1/24 19:47;        ;        
GRUPO JOMINI LOGISTICA        ;      ;25/1/24 19:47;        ;        
GRUPO JOSE VALTER SILVA DE ALM;      ;25/1/24 19:47;        ;        
GRUPO JS LOGISTICA            ;      ;25/1/24 19:47;        ;        
GRUPO JSC ENGENHARIA          ;      ;25/1/24 19:47;        ;        
GRUPO JSL                     ;      ;25/1/24 19:47;        ;        
GRUPO JUNIOR MAT CONSTR       ;      ;25/1/24 19:47;        ;        
GRUPO JUSILANE TEIXEIRA MENDES;      ;25/1/24 19:47;        ;        
GRUPO K P R RODAN             ;      ;25/1/24 19:47;        ;        
GRUPO K&G IND E COM           ;      ;25/1/24 19:47;        ;        
GRUPO KADA CONST. E INCORP.   ;      ;25/1/24 19:47;        ;        
GRUPO KAIZEN LOGISTICA        ;      ;25/1/24 19:47;        ;        
GRUPO KARINA IND COM DE PLASTI;      ;25/1/24 19:47;        ;        
GRUPO KFX COM. DE PLASTICOS   ;      ;25/1/24 19:47;        ;        
GRUPO KINGSPAN                ;      ;25/1/24 19:47;        ;        
GRUPO KLABIN                  ;      ;25/1/24 19:47;        ;        
GRUPO KMAIS                   ;      ;25/1/24 19:47;        ;        
GRUPO KOMPLETO                ;      ;25/1/24 19:47;        ;        
GRUPO KOTAR                   ;      ;25/1/24 19:47;        ;        
GRUPO KS SERVICES             ;      ;25/1/24 19:47;        ;        
GRUPO L J DE BRITO            ;      ;25/1/24 19:47;        ;        
GRUPO L. L. TRANSPORTES       ;      ;25/1/24 19:47;        ;        
GRUPO L4B LOGISTICA           ;      ;25/1/24 19:47;        ;        
GRUPO LA NONNA DI LUCCA COMERC;      ;25/1/24 19:47;        ;        
GRUPO LABORSAN                ;      ;25/1/24 19:47;        ;        
GRUPO LAFARGEHOCLIM           ;      ;25/1/24 19:47;        ;        
GRUPO LAFORMA COMERCIO        ;      ;25/1/24 19:47;        ;        
GRUPO LAJES PATAGONIA         ;      ;25/1/24 19:47;        ;        
GRUPO LARISSA STEFANIA RODRIGU;      ;25/1/24 19:47;        ;        
GRUPO LENARGE TRANSPORTES E SE;      ;25/1/24 19:47;        ;        
GRUPO LJ COMERCIO DE RECICLAGE;      ;25/1/24 19:47;        ;        
GRUPO LOJAS AMERICANAS        ;      ;25/1/24 19:47;        ;        
GRUPO LORENFER                ;      ;25/1/24 19:47;        ;        
GRUPO LR TRANSPORTES          ;      ;25/1/24 19:47;        ;        
GRUPO LUCIO CESAR ABRAAO DO NA;      ;25/1/24 19:47;        ;        
GRUPO M C R FERNANDES - ME    ;      ;25/1/24 19:47;        ;        
GRUPO M DIAS                  ;      ;25/1/24 19:47;        ;        
GRUPO M O SARTORE REFEICOES   ;      ;25/1/24 19:47;        ;        
GRUPO M QUEIROZ MONTEIRO      ;      ;25/1/24 19:47;        ;        
GRUPO M V R MAT CONSTR        ;      ;25/1/24 19:47;        ;        
GRUPO M.C. FARHAT TRANSPORTES ;      ;25/1/24 19:47;        ;        
GRUPO MACON COMERCIO DE MATERI;      ;25/1/24 19:47;        ;        
GRUPO MAGA EMP. IMOBILIARIOS  ;      ;25/1/24 19:47;        ;        
GRUPO MAGAZINE LUIZA          ;      ;25/1/24 19:47;        ;        
GRUPO MAMAO DISTRIBUIDORA     ;      ;25/1/24 19:47;        ;        
GRUPO MANUFAT                 ;      ;25/1/24 19:47;        ;        
GRUPO MAQTRON                 ;      ;25/1/24 19:47;        ;        
GRUPO MARATA IND DE EMBALAGENS;      ;25/1/24 19:47;        ;        
GRUPO MARATA SUCOS DO NORDESTE;      ;25/1/24 19:47;        ;        
GRUPO MARCAN MAT CONSTR       ;      ;25/1/24 19:47;        ;        
GRUPO MARCELO MARTINS LENK    ;      ;25/1/24 19:47;        ;        
GRUPO MARCIANA PEREIRA MAGALHA;      ;25/1/24 19:47;        ;        
GRUPO MARCIO AMBROSIO RODRIGUE;      ;25/1/24 19:47;        ;        
GRUPO MARIA LUCIANE GOUDIM ARE;      ;25/1/24 19:47;        ;        
GRUPO MARQUES BRAGA COSNTRUCAO;      ;25/1/24 19:47;        ;        
GRUPO MARS                    ;      ;25/1/24 19:47;        ;        
GRUPO MASTER CONSTRUTORA E INC;      ;25/1/24 19:47;        ;        
GRUPO MATERIAIS DE CONSTRUCAO ;      ;25/1/24 19:47;        ;        
GRUPO MATEUS SUPERMERCADOS    ;      ;25/1/24 19:47;        ;        
GRUPO MB TRANSPORTES          ;      ;25/1/24 19:47;        ;        
GRUPO MD TINTAS               ;      ;25/1/24 19:47;        ;        
GRUPO MEIA PRAIA EMPREEND IMOB;      ;25/1/24 19:47;        ;        
GRUPO MENDES & KOCH LTDA      ;      ;25/1/24 19:47;        ;        
GRUPO MERCADINHO EXPRESSO LTDA;      ;25/1/24 19:47;        ;        
GRUPO MERCADO REMAX           ;      ;25/1/24 19:47;        ;        
GRUPO MERCANTIL NOVA ERA      ;      ;25/1/24 19:47;        ;        
GRUPO METALLI ACOS ESPECIAIS  ;      ;25/1/24 19:47;        ;        
GRUPO METALURGICA SAV         ;      ;25/1/24 19:47;        ;        
GRUPO METTA EQUIPAMENTOS      ;      ;25/1/24 19:47;        ;        
GRUPO MILA TRANSPORTES        ;      ;25/1/24 19:47;        ;        
